state_abbrev,state_name,scenario_key,sustainability_index,sustainability_tier,sustainability_rank,sustainability_percentile,sustainability_band,demand_pressure_norm,demand_per_100k,supply_per_100k,margin_per_hour,revenue_per_hour,labor_cost_per_hour,wage_revenue_ratio,units_per_hour,scenario_notes,rpp_cost_of_living_index,revenue_per_hour_rpp_adjusted,labor_cost_per_hour_rpp_adjusted,margin_per_hour_rpp_adjusted,wage_revenue_ratio_rpp_adjusted,pt_comp_share_pct_rpp,non_pt_margin_share_pct_rpp
AK,Alaska,conservative,0.552204848,Sustainable,1,1,Top Quartile,0.657142857,93.92176453,142.9244243,71.33294306,131.7162752,60.3833321,0.45843486,3.75,"Lower throughput: higher complexity/documentation, longer transitions",101.715,129.4954286,60.3833321,69.11209646,0.466297017,46.62970174,53.37029826
AK,Alaska,baseline,0.688460465,Sustainable,1,1,Top Quartile,0.657142857,93.92176453,142.9244243,88.89511308,149.2784452,60.3833321,0.404501347,4.25,Typical OP PT clinic throughput baseline,101.715,146.7614857,60.3833321,86.3781536,0.411438545,41.14385448,58.85614552
AK,Alaska,high,0.819038871,Sustainable,1,1,Top Quartile,0.657142857,93.92176453,142.9244243,106.4572831,166.8406152,60.3833321,0.361922258,4.75,"High throughput: efficient ops, shorter transitions",101.715,164.0275428,60.3833321,103.6442107,0.368129224,36.81292243,63.18707757
AL,Alabama,conservative,0.152108265,At Risk,51,0,Bottom Quartile,1.596638655,111.3748938,69.75585451,26.10979936,85.8263662,59.71656685,0.695783469,3.75,"Lower throughput: higher complexity/documentation, longer transitions",89.97,95.39442726,59.71656685,35.67786041,0.625996387,62.59963875,37.40036125
AL,Alabama,high,0.367773943,Sustainable,51,0,Bottom Quartile,1.596638655,111.3748938,69.75585451,48.99683035,108.7133972,59.71656685,0.549302739,4.75,"High throughput: efficient ops, shorter transitions",89.97,120.8329412,59.71656685,61.11637435,0.494207674,49.42076743,50.57923257
AL,Alabama,baseline,0.264249361,At Risk,51,0,Bottom Quartile,1.596638655,111.3748938,69.75585451,37.55331485,97.2698817,59.71656685,0.613926591,4.25,Typical OP PT clinic throughput baseline,89.97,108.1136842,59.71656685,48.39711738,0.552349754,55.23497536,44.76502464
AR,Arkansas,high,0.391425588,Sustainable,48,0.06,Bottom Quartile,1.142372881,109.7771361,96.09571263,51.57175771,110.6801333,59.10837559,0.534046841,4.75,"High throughput: efficient ops, shorter transitions",86.508,127.9420785,59.10837559,68.83370295,0.461993242,46.19932415,53.80067585
AR,Arkansas,conservative,0.175217411,At Risk,48,0.06,Bottom Quartile,1.142372881,109.7771361,96.09571263,28.27067702,87.37905261,59.10837559,0.676459332,3.75,"Lower throughput: higher complexity/documentation, longer transitions",86.508,101.0069041,59.10837559,41.89852852,0.585191439,58.51914393,41.48085607
AR,Arkansas,baseline,0.287510102,Sustainable,48,0.06,Bottom Quartile,1.142372881,109.7771361,96.09571263,39.92121736,99.02959296,59.10837559,0.596875882,4.25,Typical OP PT clinic throughput baseline,86.508,114.4744913,59.10837559,55.36611573,0.516345388,51.63453876,48.36546124
AZ,Arizona,baseline,0.431588767,Sustainable,23,0.56,Upper-Mid Quartile,1.213836478,103.5953352,85.34537974,55.00825261,109.2497673,54.24151468,0.496490894,4.25,Typical OP PT clinic throughput baseline,101.105,108.0557512,54.24151468,53.81423656,0.501977119,50.19771188,49.80228812
AZ,Arizona,conservative,0.318506074,Sustainable,23,0.56,Upper-Mid Quartile,1.213836478,103.5953352,85.34537974,42.15533882,96.39685349,54.24151468,0.56268968,3.75,"Lower throughput: higher complexity/documentation, longer transitions",101.105,95.34330992,54.24151468,41.10179524,0.568907401,56.89074013,43.10925987
AZ,Arizona,high,0.537703167,Sustainable,23,0.56,Upper-Mid Quartile,1.213836478,103.5953352,85.34537974,67.86116641,122.1026811,54.24151468,0.444228695,4.75,"High throughput: efficient ops, shorter transitions",101.105,120.7681926,54.24151468,66.52667789,0.449137422,44.91374221,55.08625779
CA,California,baseline,0.542387388,Sustainable,5,0.92,Top Quartile,1.213717694,93.4875997,77.02581924,69.00384349,125.2524631,56.24861958,0.449081944,4.25,Typical OP PT clinic throughput baseline,112.581,111.2554188,56.24861958,55.00679925,0.505580943,50.55809431,49.44190569
CA,California,high,0.65772238,Sustainable,5,0.92,Top Quartile,1.213717694,93.4875997,77.02581924,83.73942738,139.988047,56.24861958,0.40181016,4.75,"High throughput: efficient ops, shorter transitions",112.581,124.3442916,56.24861958,68.09567205,0.452361896,45.23618965,54.76381035
CA,California,conservative,0.420749492,Sustainable,5,0.92,Top Quartile,1.213717694,93.4875997,77.02581924,54.2682596,110.5168792,56.24861958,0.508959536,3.75,"Lower throughput: higher complexity/documentation, longer transitions",112.581,98.16654603,56.24861958,41.91792645,0.572991736,57.29917356,42.70082644
CO,Colorado,baseline,0.497409796,Sustainable,14,0.74,Upper-Mid Quartile,0.753989362,95.90273737,127.193754,62.70922621,116.2777849,53.56855872,0.460694695,4.25,Typical OP PT clinic throughput baseline,101.382,114.6927314,53.56855872,61.12417266,0.467061496,46.70614962,53.29385038
CO,Colorado,high,0.606785497,Sustainable,14,0.74,Upper-Mid Quartile,0.753989362,95.90273737,127.193754,76.38896561,129.9575243,53.56855872,0.412200517,4.75,"High throughput: efficient ops, shorter transitions",101.382,128.1859939,53.56855872,74.61743518,0.417897128,41.78971282,58.21028718
CO,Colorado,conservative,0.381568205,Sustainable,13,0.76,Top Quartile,0.753989362,95.90273737,127.193754,49.02948681,102.5980455,53.56855872,0.522120655,3.75,"Lower throughput: higher complexity/documentation, longer transitions",101.382,101.1994689,53.56855872,47.63091015,0.529336362,52.93363623,47.06636377
CT,Connecticut,high,0.609569747,Sustainable,11,0.8,Top Quartile,0.694859038,115.0666137,165.5970598,77.30078041,132.8147394,55.51395904,0.417980408,4.75,"High throughput: efficient ops, shorter transitions",103.689,128.0895172,55.51395904,72.57555812,0.433399706,43.33997057,56.66002943
CT,Connecticut,baseline,0.497982436,Sustainable,13,0.76,Top Quartile,0.694859038,115.0666137,165.5970598,63.32028152,118.8342406,55.51395904,0.467154574,4.25,Typical OP PT clinic throughput baseline,103.689,114.6064101,55.51395904,59.09245105,0.484387906,48.43879064,51.56120936
CT,Connecticut,conservative,0.379838569,Sustainable,14,0.74,Upper-Mid Quartile,0.694859038,115.0666137,165.5970598,49.33978263,104.8537417,55.51395904,0.529441851,3.75,"Lower throughput: higher complexity/documentation, longer transitions",103.689,101.123303,55.51395904,45.60934398,0.548972961,54.89729606,45.10270394
DC,District of Columbia,high,0.703389295,Sustainable,2,0.98,Top Quartile,1.204081633,86.43941403,71.78866589,88.46247863,140.2517022,51.78922354,0.369259144,4.75,"High throughput: efficient ops, shorter transitions",110.804,126.5763891,51.78922354,74.78716555,0.409153902,40.91539023,59.08460977
DC,District of Columbia,conservative,0.470411128,Sustainable,2,0.98,Top Quartile,1.204081633,86.43941403,71.78866589,58.93580449,110.725028,51.78922354,0.46772825,3.75,"Lower throughput: higher complexity/documentation, longer transitions",110.804,99.92872823,51.78922354,48.13950469,0.51826161,51.82616096,48.17383904
DC,District of Columbia,baseline,0.589796362,Sustainable,2,0.98,Top Quartile,1.204081633,86.43941403,71.78866589,73.69914156,125.4883651,51.78922354,0.412701397,4.25,Typical OP PT clinic throughput baseline,110.804,113.2525587,51.78922354,61.46333512,0.457289656,45.72896556,54.27103444
DE,Delaware,high,0.510743831,Sustainable,31,0.4,Lower-Mid Quartile,1.141509434,116.8682402,102.3804419,65.64970682,124.0133031,58.36359626,0.470623674,4.75,"High throughput: efficient ops, shorter transitions",99.253,124.9466546,58.36359626,66.58305833,0.467108115,46.71081147,53.28918853
DE,Delaware,baseline,0.401825233,Sustainable,31,0.4,Lower-Mid Quartile,1.141509434,116.8682402,102.3804419,52.59567492,110.9592712,58.36359626,0.525991165,4.25,Typical OP PT clinic throughput baseline,99.253,111.7943752,58.36359626,53.4307789,0.522062011,52.20620105,47.79379895
DE,Delaware,conservative,0.285524303,Sustainable,31,0.4,Lower-Mid Quartile,1.141509434,116.8682402,102.3804419,39.54164301,97.90523927,58.36359626,0.59612332,3.75,"Lower throughput: higher complexity/documentation, longer transitions",99.253,98.64209573,58.36359626,40.27849947,0.591670279,59.16702786,40.83297214
FL,Florida,high,0.563134772,Sustainable,20,0.62,Upper-Mid Quartile,1.27541312,111.0808344,87.09400326,70.03699005,120.8462863,50.80929627,0.420445657,4.75,"High throughput: efficient ops, shorter transitions",103.452,116.8138715,50.80929627,66.00457521,0.434959441,43.49594412,56.50405588
FL,Florida,baseline,0.459242375,Sustainable,19,0.64,Upper-Mid Quartile,1.27541312,111.0808344,87.09400326,57.31632834,108.1256246,50.80929627,0.469909852,4.25,Typical OP PT clinic throughput baseline,103.452,104.5176745,50.80929627,53.70837821,0.48613114,48.61311402,51.38688598
FL,Florida,conservative,0.348754752,Sustainable,19,0.64,Upper-Mid Quartile,1.27541312,111.0808344,87.09400326,44.59566662,95.40496288,50.80929627,0.532564499,3.75,"Lower throughput: higher complexity/documentation, longer transitions",103.452,92.22147748,50.80929627,41.41218122,0.550948626,55.09486256,44.90513744
GA,Georgia,baseline,0.397470115,Sustainable,32,0.38,Lower-Mid Quartile,1.236781609,97.25525953,78.63575817,51.80565037,109.0344112,57.22876082,0.524868802,4.25,Typical OP PT clinic throughput baseline,96.699,112.7565034,57.22876082,55.52774254,0.507542883,50.75428832,49.24571168
GA,Georgia,conservative,0.282653227,Sustainable,33,0.36,Lower-Mid Quartile,1.236781609,97.25525953,78.63575817,38.97807258,96.2068334,57.22876082,0.594851309,3.75,"Lower throughput: higher complexity/documentation, longer transitions",96.699,99.49103238,57.22876082,42.26227156,0.575215268,57.52152677,42.47847323
GA,Georgia,high,0.504920423,Sustainable,32,0.38,Lower-Mid Quartile,1.236781609,97.25525953,78.63575817,64.63322815,121.861989,57.22876082,0.469619455,4.75,"High throughput: efficient ops, shorter transitions",96.699,126.0219743,57.22876082,68.79321353,0.454117317,45.41173166,54.58826834
HI,Hawaii,baseline,0.516530356,Sustainable,9,0.84,Top Quartile,3.914285714,95.47370989,24.39109377,64.76183035,117.3221913,52.56036098,0.448000164,4.25,Typical OP PT clinic throughput baseline,108.609,108.0225316,52.56036098,55.46217061,0.486568498,48.65684983,51.34315017
HI,Hawaii,conservative,0.400770443,Sustainable,9,0.84,Top Quartile,3.914285714,95.47370989,24.39109377,50.95921961,103.5195806,52.56036098,0.507733519,3.75,"Lower throughput: higher complexity/documentation, longer transitions",108.609,95.31399846,52.56036098,42.75363748,0.551444298,55.14442981,44.85557019
HI,Hawaii,high,0.626002548,Sustainable,9,0.84,Top Quartile,3.914285714,95.47370989,24.39109377,78.5644411,131.1248021,52.56036098,0.400842252,4.75,"High throughput: efficient ops, shorter transitions",108.609,120.7310647,52.56036098,68.17070374,0.435350762,43.53507616,56.46492384
IA,Iowa,baseline,0.405744956,Sustainable,30,0.42,Lower-Mid Quartile,0.951289398,103.2743249,108.5624681,52.79556549,110.1375069,57.34194144,0.520639544,4.25,Typical OP PT clinic throughput baseline,88.767,124.0748329,57.34194144,66.73289147,0.462156104,46.21561045,53.78438955
IA,Iowa,conservative,0.290402426,Sustainable,30,0.42,Lower-Mid Quartile,0.951289398,103.2743249,108.5624681,39.83821173,97.18015317,57.34194144,0.59005815,3.75,"Lower throughput: higher complexity/documentation, longer transitions",88.767,109.4777937,57.34194144,52.1358523,0.523776918,52.37769184,47.62230816
IA,Iowa,high,0.513780264,Sustainable,28,0.46,Lower-Mid Quartile,0.951289398,103.2743249,108.5624681,65.75291924,123.0948607,57.34194144,0.465835382,4.75,"High throughput: efficient ops, shorter transitions",88.767,138.6718721,57.34194144,81.32993063,0.413508093,41.35080935,58.64919065
ID,Idaho,high,0.458413475,Sustainable,41,0.2,Bottom Quartile,0.827004219,99.46729175,120.2742252,58.66875371,114.676969,56.00821528,0.488399857,4.75,"High throughput: efficient ops, shorter transitions",91.425,125.4328346,56.00821528,69.42461927,0.446519569,44.65195694,55.34804306
ID,Idaho,conservative,0.243055312,At Risk,40,0.22,Bottom Quartile,0.827004219,99.46729175,120.2742252,34.52623392,90.5344492,56.00821528,0.618639819,3.75,"Lower throughput: higher complexity/documentation, longer transitions",91.425,99.02592201,56.00821528,43.01770674,0.565591455,56.55914546,43.44085454
ID,Idaho,baseline,0.354564981,Sustainable,40,0.22,Bottom Quartile,0.827004219,99.46729175,120.2742252,46.59749382,102.6057091,56.00821528,0.545858664,4.25,Typical OP PT clinic throughput baseline,91.425,112.2293783,56.00821528,56.22116301,0.499051283,49.90512835,50.09487165
IL,Illinois,conservative,0.308190772,Sustainable,24,0.54,Upper-Mid Quartile,0.961788032,105.5932023,109.7884344,42.07503052,100.735272,58.6602415,0.582320773,3.75,"Lower throughput: higher complexity/documentation, longer transitions",98.855,101.9020505,58.6602415,43.241809,0.5756532,57.56532004,42.43467996
IL,Illinois,baseline,0.426027948,Sustainable,24,0.54,Upper-Mid Quartile,0.961788032,105.5932023,109.7884344,55.50640013,114.1666416,58.6602415,0.513812447,4.25,Typical OP PT clinic throughput baseline,98.855,115.4889906,58.6602415,56.82874907,0.507929294,50.79292945,49.20707055
IL,Illinois,high,0.536653722,Sustainable,24,0.54,Upper-Mid Quartile,0.961788032,105.5932023,109.7884344,68.93776973,127.5980112,58.6602415,0.459726926,4.75,"High throughput: efficient ops, shorter transitions",98.855,129.0759306,58.6602415,70.41568913,0.454463053,45.44630529,54.55369471
IN,Indiana,high,0.479737098,Sustainable,37,0.28,Lower-Mid Quartile,1.145015106,110.1524361,96.20173183,61.80844665,119.9765742,58.16812758,0.484829042,4.75,"High throughput: efficient ops, shorter transitions",92.184,130.1490218,58.16812758,71.98089419,0.446934804,44.69348043,55.30651957
IN,Indiana,baseline,0.372627148,Sustainable,37,0.28,Lower-Mid Quartile,1.145015106,110.1524361,96.20173183,49.17933357,107.3474612,58.16812758,0.541867753,4.25,Typical OP PT clinic throughput baseline,92.184,116.4491247,58.16812758,58.28099716,0.49951537,49.95153696,50.04846304
IN,Indiana,conservative,0.257912037,At Risk,37,0.28,Lower-Mid Quartile,1.145015106,110.1524361,96.20173183,36.5502205,94.71834808,58.16812758,0.614116787,3.75,"Lower throughput: higher complexity/documentation, longer transitions",92.184,102.7492277,58.16812758,44.58110013,0.566117419,56.61174188,43.38825812
KS,Kansas,conservative,0.25942502,At Risk,36,0.3,Lower-Mid Quartile,0.924924925,104.4156638,112.8909612,36.62340271,94.39061267,57.76720995,0.612001642,3.75,"Lower throughput: higher complexity/documentation, longer transitions",89.965,104.9192605,57.76720995,47.1520505,0.550587277,55.05872773,44.94127227
KS,Kansas,baseline,0.373743779,Sustainable,36,0.3,Lower-Mid Quartile,0.924924925,104.4156638,112.8909612,49.20881774,106.9760277,57.76720995,0.540001449,4.25,Typical OP PT clinic throughput baseline,89.965,118.9084952,57.76720995,61.14128523,0.485812304,48.58123035,51.41876965
KS,Kansas,high,0.480483571,Sustainable,36,0.3,Lower-Mid Quartile,0.924924925,104.4156638,112.8909612,61.79423276,119.5614427,57.76720995,0.483159191,4.75,"High throughput: efficient ops, shorter transitions",89.965,132.8977299,57.76720995,75.13051995,0.434674166,43.46741663,56.53258337
KY,Kentucky,conservative,0.284308536,Sustainable,32,0.38,Lower-Mid Quartile,1.352941176,121.3199345,89.67125594,38.30434951,91.89123589,53.58688639,0.583155574,3.75,"Lower throughput: higher complexity/documentation, longer transitions",90.468,101.5731926,53.58688639,47.98630623,0.527569184,52.75691844,47.24308156
